,COUB,Country of birth,FBORN,Place of birth,EDU,Education level,DOS,Duration of stay,SEX,Sex,COU,Country of residence,Value,Flag Codes,Flags
12098,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown duration of stay,ALL_SEX,Men and women,LUX,Luxembourg,97,,
12102,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,2,Women,LUX,Luxembourg,144,,
12103,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,1,Men,LUX,Luxembourg,143,,
12104,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,ALL_SEX,Men and women,LUX,Luxembourg,287,,
12108,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,2,Women,LUX,Luxembourg,98,,
12109,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,1,Men,LUX,Luxembourg,120,,
12110,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,LUX,Luxembourg,218,,
12114,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,2,Women,LUX,Luxembourg,30,,
12115,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,1,Men,LUX,Luxembourg,24,,
12116,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,ALL_SEX,Men and women,LUX,Luxembourg,54,,
12120,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,2,Women,LUX,Luxembourg,264,,
12121,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,1,Men,LUX,Luxembourg,297,,
12122,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,ALL_SEX,Men and women,LUX,Luxembourg,561,,
12126,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,2,Women,LUX,Luxembourg,536,,
12127,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,1,Men,LUX,Luxembourg,584,,
12128,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,LUX,Luxembourg,1120,,
13130,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,2,Women,NLD,Netherlands,1870,,
13131,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,1,Men,NLD,Netherlands,1627,,
13132,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,ALL_SEX,Men and women,NLD,Netherlands,3497,,
13136,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,2,Women,NLD,Netherlands,1539,,
13137,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,1,Men,NLD,Netherlands,1850,,
13138,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,ALL_SEX,Men and women,NLD,Netherlands,3389,,
13142,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,2,Women,NLD,Netherlands,3409,,
13143,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,1,Men,NLD,Netherlands,3477,,
13144,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,ALL_SEX,Men and women,NLD,Netherlands,6886,,
13148,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,2,Women,NLD,Netherlands,1870,,
13149,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,1,Men,NLD,Netherlands,1627,,
13150,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NLD,Netherlands,3497,,
13154,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,2,Women,NLD,Netherlands,1539,,
13155,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,1,Men,NLD,Netherlands,1850,,
13156,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NLD,Netherlands,3389,,
13160,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,2,Women,NLD,Netherlands,3409,,
13161,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,1,Men,NLD,Netherlands,3477,,
13162,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NLD,Netherlands,6886,,
14128,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,2,Women,NZL,New Zealand,927,,
14129,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,1,Men,NZL,New Zealand,834,,
14130,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,ALL_SEX,Men and women,NZL,New Zealand,1761,,
14134,NOAM,North America,1,Foreign-born,99,Unknown education,1_3,Up to 5 years,2,Women,NZL,New Zealand,159,,
14135,NOAM,North America,1,Foreign-born,99,Unknown education,1_3,Up to 5 years,1,Men,NZL,New Zealand,159,,
14136,NOAM,North America,1,Foreign-born,99,Unknown education,1_3,Up to 5 years,ALL_SEX,Men and women,NZL,New Zealand,318,,
14140,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,2,Women,NZL,New Zealand,48,,
14141,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,1,Men,NZL,New Zealand,75,,
14142,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,ALL_SEX,Men and women,NZL,New Zealand,123,,
14146,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,2,Women,NZL,New Zealand,1305,,
14147,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,1,Men,NZL,New Zealand,984,,
14148,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,ALL_SEX,Men and women,NZL,New Zealand,2289,,
14152,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,2,Women,NZL,New Zealand,2439,,
14153,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,1,Men,NZL,New Zealand,2052,,
14154,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,ALL_SEX,Men and women,NZL,New Zealand,4491,,
14158,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,2,Women,NZL,New Zealand,2055,,
14159,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,1,Men,NZL,New Zealand,2010,,
14160,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,ALL_SEX,Men and women,NZL,New Zealand,4065,,
14164,NOAM,North America,1,Foreign-born,99,Unknown education,5_6,More than 10 years,2,Women,NZL,New Zealand,252,,
14165,NOAM,North America,1,Foreign-born,99,Unknown education,5_6,More than 10 years,1,Men,NZL,New Zealand,246,,
14166,NOAM,North America,1,Foreign-born,99,Unknown education,5_6,More than 10 years,ALL_SEX,Men and women,NZL,New Zealand,498,,
14170,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,2,Women,NZL,New Zealand,321,,
14171,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,1,Men,NZL,New Zealand,378,,
14172,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,ALL_SEX,Men and women,NZL,New Zealand,699,,
14176,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,2,Women,NZL,New Zealand,2445,,
14177,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,1,Men,NZL,New Zealand,2151,,
14178,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,ALL_SEX,Men and women,NZL,New Zealand,4596,,
14182,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,2,Women,NZL,New Zealand,5073,,
14183,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,1,Men,NZL,New Zealand,4785,,
14184,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,ALL_SEX,Men and women,NZL,New Zealand,9858,,
14188,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,2,Women,NZL,New Zealand,426,,
14189,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,1,Men,NZL,New Zealand,372,,
14190,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,ALL_SEX,Men and women,NZL,New Zealand,798,,
14194,NOAM,North America,1,Foreign-born,99,Unknown education,4,5 to 10 years,2,Women,NZL,New Zealand,33,,
14195,NOAM,North America,1,Foreign-born,99,Unknown education,4,5 to 10 years,1,Men,NZL,New Zealand,36,,
14196,NOAM,North America,1,Foreign-born,99,Unknown education,4,5 to 10 years,ALL_SEX,Men and women,NZL,New Zealand,69,,
14200,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,2,Women,NZL,New Zealand,39,,
14201,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,1,Men,NZL,New Zealand,51,,
14202,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,ALL_SEX,Men and women,NZL,New Zealand,90,,
14206,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,2,Women,NZL,New Zealand,702,,
14207,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,1,Men,NZL,New Zealand,543,,
14208,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,ALL_SEX,Men and women,NZL,New Zealand,1245,,
14212,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,2,Women,NZL,New Zealand,1200,,
14213,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,1,Men,NZL,New Zealand,1002,,
14214,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,ALL_SEX,Men and women,NZL,New Zealand,2202,,
14218,NOAM,North America,1,Foreign-born,2,ISCED 3/4,99,Unknown duration of stay,2,Women,NZL,New Zealand,105,,
14219,NOAM,North America,1,Foreign-born,2,ISCED 3/4,99,Unknown duration of stay,1,Men,NZL,New Zealand,120,,
14220,NOAM,North America,1,Foreign-born,2,ISCED 3/4,99,Unknown duration of stay,ALL_SEX,Men and women,NZL,New Zealand,225,,
14224,NOAM,North America,1,Foreign-born,99,Unknown education,99,Unknown duration of stay,2,Women,NZL,New Zealand,474,,
14225,NOAM,North America,1,Foreign-born,99,Unknown education,99,Unknown duration of stay,1,Men,NZL,New Zealand,441,,
14226,NOAM,North America,1,Foreign-born,99,Unknown education,99,Unknown duration of stay,ALL_SEX,Men and women,NZL,New Zealand,915,,
14230,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,99,Unknown duration of stay,2,Women,NZL,New Zealand,27,,
14231,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,99,Unknown duration of stay,1,Men,NZL,New Zealand,33,,
14232,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,99,Unknown duration of stay,ALL_SEX,Men and women,NZL,New Zealand,60,,
14236,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,99,Unknown duration of stay,2,Women,NZL,New Zealand,72,,
14237,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,99,Unknown duration of stay,1,Men,NZL,New Zealand,60,,
14238,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,99,Unknown duration of stay,ALL_SEX,Men and women,NZL,New Zealand,132,,
14242,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown duration of stay,2,Women,NZL,New Zealand,678,,
14243,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown duration of stay,1,Men,NZL,New Zealand,654,,
14244,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown duration of stay,ALL_SEX,Men and women,NZL,New Zealand,1332,,
14248,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,2,Women,NZL,New Zealand,3513,,
14249,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,1,Men,NZL,New Zealand,3336,,
14250,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NZL,New Zealand,6849,,
14254,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,2,Women,NZL,New Zealand,918,,
14255,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,1,Men,NZL,New Zealand,882,,
14256,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NZL,New Zealand,1800,,
14260,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,2,Women,NZL,New Zealand,435,,
14261,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,1,Men,NZL,New Zealand,537,,
14262,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NZL,New Zealand,972,,
14266,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,2,Women,NZL,New Zealand,4524,,
14267,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,1,Men,NZL,New Zealand,3738,,
14268,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NZL,New Zealand,8262,,
14272,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,2,Women,NZL,New Zealand,9390,,
14273,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,1,Men,NZL,New Zealand,8493,,
14274,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NZL,New Zealand,17883,,
15283,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,2,Women,NOR,Norway,68,,
15284,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,1,Men,NOR,Norway,69,,
15285,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,ALL_SEX,Men and women,NOR,Norway,137,,
15289,NOAM,North America,1,Foreign-born,99,Unknown education,1_3,Up to 5 years,2,Women,NOR,Norway,779,,
15290,NOAM,North America,1,Foreign-born,99,Unknown education,1_3,Up to 5 years,1,Men,NOR,Norway,811,,
15291,NOAM,North America,1,Foreign-born,99,Unknown education,1_3,Up to 5 years,ALL_SEX,Men and women,NOR,Norway,1590,,
15295,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,2,Women,NOR,Norway,6,,
15296,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,1,Men,NOR,Norway,12,,
15297,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,ALL_SEX,Men and women,NOR,Norway,18,,
15301,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,2,Women,NOR,Norway,122,,
15302,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,1,Men,NOR,Norway,114,,
15303,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,ALL_SEX,Men and women,NOR,Norway,236,,
15307,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,2,Women,NOR,Norway,975,,
15308,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,1,Men,NOR,Norway,1006,,
15309,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,ALL_SEX,Men and women,NOR,Norway,1981,,
15313,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,2,Women,NOR,Norway,2839,,
15314,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,1,Men,NOR,Norway,2542,,
15315,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,ALL_SEX,Men and women,NOR,Norway,5381,,
15319,NOAM,North America,1,Foreign-born,99,Unknown education,5_6,More than 10 years,2,Women,NOR,Norway,250,,
15320,NOAM,North America,1,Foreign-born,99,Unknown education,5_6,More than 10 years,1,Men,NOR,Norway,220,,
15321,NOAM,North America,1,Foreign-born,99,Unknown education,5_6,More than 10 years,ALL_SEX,Men and women,NOR,Norway,470,,
15325,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,2,Women,NOR,Norway,703,,
15326,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,1,Men,NOR,Norway,525,,
15327,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,ALL_SEX,Men and women,NOR,Norway,1228,,
15331,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,2,Women,NOR,Norway,2814,,
15332,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,1,Men,NOR,Norway,2305,,
15333,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,ALL_SEX,Men and women,NOR,Norway,5119,,
15337,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,2,Women,NOR,Norway,6606,,
15338,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,1,Men,NOR,Norway,5592,,
15339,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,ALL_SEX,Men and women,NOR,Norway,12198,,
15343,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,2,Women,NOR,Norway,103,,
15344,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,1,Men,NOR,Norway,113,,
15345,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,ALL_SEX,Men and women,NOR,Norway,216,,
15349,NOAM,North America,1,Foreign-born,99,Unknown education,4,5 to 10 years,2,Women,NOR,Norway,91,,
15350,NOAM,North America,1,Foreign-born,99,Unknown education,4,5 to 10 years,1,Men,NOR,Norway,111,,
15351,NOAM,North America,1,Foreign-born,99,Unknown education,4,5 to 10 years,ALL_SEX,Men and women,NOR,Norway,202,,
15355,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,2,Women,NOR,Norway,16,,
15356,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,1,Men,NOR,Norway,31,,
15357,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,ALL_SEX,Men and women,NOR,Norway,47,,
15361,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,2,Women,NOR,Norway,253,,
15362,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,1,Men,NOR,Norway,215,,
15363,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,ALL_SEX,Men and women,NOR,Norway,468,,
15367,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,2,Women,NOR,Norway,463,,
15368,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,1,Men,NOR,Norway,470,,
15369,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,ALL_SEX,Men and women,NOR,Norway,933,,
15373,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,2,Women,NOR,Norway,3010,,
15374,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,1,Men,NOR,Norway,2724,,
15375,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NOR,Norway,5734,,
15379,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,2,Women,NOR,Norway,1120,,
15380,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,1,Men,NOR,Norway,1142,,
15381,NOAM,North America,1,Foreign-born,99,Unknown education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NOR,Norway,2262,,
15385,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,2,Women,NOR,Norway,725,,
15386,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,1,Men,NOR,Norway,568,,
15387,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NOR,Norway,1293,,
15391,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,2,Women,NOR,Norway,3189,,
15392,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,1,Men,NOR,Norway,2634,,
15393,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NOR,Norway,5823,,
15397,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,2,Women,NOR,Norway,8044,,
15398,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,1,Men,NOR,Norway,7068,,
15399,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,ALL_DOS,All durations of stay,ALL_SEX,Men and women,NOR,Norway,15112,,
16823,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,2,Women,ESP,Spain,480,,
16824,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,1,Men,ESP,Spain,560,,
16825,NOAM,North America,1,Foreign-born,2,ISCED 3/4,1_3,Up to 5 years,ALL_SEX,Men and women,ESP,Spain,1040,,
16829,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,2,Women,ESP,Spain,320,,
16830,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,1,Men,ESP,Spain,380,,
16831,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,1_3,Up to 5 years,ALL_SEX,Men and women,ESP,Spain,700,,
16835,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,2,Women,ESP,Spain,1400,,
16836,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,1,Men,ESP,Spain,1320,,
16837,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,1_3,Up to 5 years,ALL_SEX,Men and women,ESP,Spain,2720,,
16841,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,2,Women,ESP,Spain,2200,,
16842,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,1,Men,ESP,Spain,2260,,
16843,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,1_3,Up to 5 years,ALL_SEX,Men and women,ESP,Spain,4460,,
16847,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,2,Women,ESP,Spain,1800,,
16848,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,1,Men,ESP,Spain,1360,,
16849,NOAM,North America,1,Foreign-born,2,ISCED 3/4,5_6,More than 10 years,ALL_SEX,Men and women,ESP,Spain,3160,,
16853,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,2,Women,ESP,Spain,1920,,
16854,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,1,Men,ESP,Spain,1540,,
16855,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,5_6,More than 10 years,ALL_SEX,Men and women,ESP,Spain,3460,,
16859,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,2,Women,ESP,Spain,3620,,
16860,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,1,Men,ESP,Spain,2660,,
16861,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,5_6,More than 10 years,ALL_SEX,Men and women,ESP,Spain,6280,,
16865,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,2,Women,ESP,Spain,7340,,
16866,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,1,Men,ESP,Spain,5560,,
16867,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,5_6,More than 10 years,ALL_SEX,Men and women,ESP,Spain,12900,,
16871,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,2,Women,ESP,Spain,160,,
16872,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,1,Men,ESP,Spain,320,,
16873,NOAM,North America,1,Foreign-born,2,ISCED 3/4,4,5 to 10 years,ALL_SEX,Men and women,ESP,Spain,480,,
16877,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,2,Women,ESP,Spain,260,,
16878,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,1,Men,ESP,Spain,260,,
16879,NOAM,North America,1,Foreign-born,1,ISCED 0/1/2,4,5 to 10 years,ALL_SEX,Men and women,ESP,Spain,520,,
16883,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,2,Women,ESP,Spain,680,,
16884,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,1,Men,ESP,Spain,700,,
16885,NOAM,North America,1,Foreign-born,3_4,ISCED 5/6,4,5 to 10 years,ALL_SEX,Men and women,ESP,Spain,1380,,
16889,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,2,Women,ESP,Spain,1100,,
16890,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,1,Men,ESP,Spain,1280,,
16891,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,4,5 to 10 years,ALL_SEX,Men and women,ESP,Spain,2380,,
16895,NOAM,North America,1,Foreign-born,99,Unknown education,99,Unknown duration of stay,2,Women,ESP,Spain,140,,
16896,NOAM,North America,1,Foreign-born,99,Unknown education,99,Unknown duration of stay,ALL_SEX,Men and women,ESP,Spain,140,,
16899,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown duration of stay,2,Women,ESP,Spain,140,,
16900,NOAM,North America,1,Foreign-born,ALL_EDU,All levels of education,99,Unknown duration of stay,ALL_SEX,Men and women,ESP,Spain,140,,
16903,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,2,Women,ESP,Spain,2440,,
16904,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,1,Men,ESP,Spain,2240,,
16905,NOAM,North America,1,Foreign-born,2,ISCED 3/4,ALL_DOS,All durations of stay,ALL_SEX,Men and women,ESP,Spain,4680,,
